EmissionStartDateTime,EmissionEndDateTime,Reported Release Rate (kg/h),EmissionRateUpper,EmissionRateLower,ReportLabel,ReportDate
2022-10-10 00:00:00,2022-10-10 00:00:00,0.0,,,N,2022-10-10
2022-10-10 00:00:00,2022-10-10 00:15:00,0.0,,,N,2022-10-10
2022-10-10 00:15:00,2022-10-10 00:30:00,,,,NA,2022-10-10
2022-10-10 00:30:00,2022-10-10 00:45:00,0.0,,,N,2022-10-10
2022-10-10 00:45:00,2022-10-10 01:00:00,0.0,,,N,2022-10-10
2022-10-10 01:00:00,2022-10-10 01:15:00,0.0,,,N,2022-10-10
2022-10-10 01:15:00,2022-10-10 01:30:00,0.0,,,N,2022-10-10
2022-10-10 01:30:00,2022-10-10 01:45:00,0.0,,,N,2022-10-10
2022-10-10 01:45:00,2022-10-10 02:00:00,0.02,,,P,2022-10-10
2022-10-10 02:00:00,2022-10-10 02:15:00,0.0,,,N,2022-10-10
2022-10-10 02:15:00,2022-10-10 02:30:00,,,,NA,2022-10-10
2022-10-10 02:30:00,2022-10-10 02:45:00,0.0,,,N,2022-10-10
2022-10-10 02:45:00,2022-10-10 03:00:00,0.0,,,N,2022-10-10
2022-10-10 03:00:00,2022-10-10 03:15:00,0.0,,,N,2022-10-10
2022-10-10 03:15:00,2022-10-10 03:30:00,0.0,,,N,2022-10-10
2022-10-10 03:30:00,2022-10-10 03:45:00,0.0,,,N,2022-10-10
2022-10-10 03:45:00,2022-10-10 04:00:00,0.0,,,N,2022-10-10
2022-10-10 04:00:00,2022-10-10 04:15:00,0.0,,,N,2022-10-10
2022-10-10 04:15:00,2022-10-10 04:30:00,0.0,,,N,2022-10-10
2022-10-10 04:30:00,2022-10-10 04:45:00,0.0,,,N,2022-10-10
2022-10-10 04:45:00,2022-10-10 05:00:00,0.0,,,N,2022-10-10
2022-10-10 05:00:00,2022-10-10 05:15:00,0.0,,,N,2022-10-10
2022-10-10 05:15:00,2022-10-10 05:30:00,0.0,,,N,2022-10-10
2022-10-10 05:30:00,2022-10-10 05:45:00,0.0,,,N,2022-10-10
2022-10-10 05:45:00,2022-10-10 06:00:00,,,,NA,2022-10-10
2022-10-10 06:00:00,2022-10-10 06:15:00,,,,NA,2022-10-10
2022-10-10 06:15:00,2022-10-10 06:30:00,0.0,,,N,2022-10-10
2022-10-10 06:30:00,2022-10-10 06:45:00,,,,NA,2022-10-10
2022-10-10 06:45:00,2022-10-10 07:00:00,,,,NA,2022-10-10
2022-10-10 07:00:00,2022-10-10 07:15:00,0.0,,,N,2022-10-10
2022-10-10 07:15:00,2022-10-10 07:30:00,,,,NA,2022-10-10
2022-10-10 07:30:00,2022-10-10 07:45:00,0.0,,,N,2022-10-10
2022-10-10 07:45:00,2022-10-10 08:00:00,0.0,,,N,2022-10-10
2022-10-10 08:00:00,2022-10-10 08:15:00,0.0,,,N,2022-10-10
2022-10-10 08:15:00,2022-10-10 08:30:00,0.0,,,N,2022-10-10
2022-10-10 08:30:00,2022-10-10 08:45:00,,,,NA,2022-10-10
2022-10-10 08:45:00,2022-10-10 09:00:00,0.0,,,N,2022-10-10
2022-10-10 09:00:00,2022-10-10 09:15:00,0.0,,,N,2022-10-10
