ManualStartDateTime,ManualEndDateTime,Label
2022-10-10 17:00:01,2022-10-10 17:30:08,P
2022-10-10 17:30:14,2022-10-10 21:38:13,P
2022-10-11 17:16:18,2022-10-11 17:23:29,P
2022-10-11 17:29:39,2022-10-11 19:34:44,P
2022-10-11 19:43:54,2022-10-11 21:20:52,P
2022-10-12 17:15:57,2022-10-12 20:16:10,P
2022-10-12 20:19:31,2022-10-12 20:58:18,P
2022-10-13 20:46:35,2022-10-13 21:05:13,P
2022-10-24 16:50:09,2022-10-24 18:10:22,P
2022-10-24 18:11:50,2022-10-24 19:50:38,P
2022-10-25 16:31:03,2022-10-25 18:28:28,P
2022-10-25 18:31:12,2022-10-25 20:15:07,P
2022-10-25 20:17:44,2022-10-25 20:50:47,P
2022-10-26 16:43:44,2022-10-26 17:07:04,P
2022-10-26 17:13:32,2022-10-26 18:39:41,P
2022-10-26 18:48:30,2022-10-26 20:42:50,P
2022-10-27 16:39:34,2022-10-27 18:30:45,P
2022-10-27 18:34:40,2022-10-27 19:47:35,P
2022-10-27 20:02:11,2022-10-27 20:14:46,P
2022-10-28 16:40:20,2022-10-28 17:06:26,P
2022-10-28 17:07:28,2022-10-28 18:30:27,P
2022-10-28 18:31:36,2022-10-28 18:52:05,P
2022-10-28 18:54:00,2022-10-28 19:13:46,P
2022-10-28 19:20:03,2022-10-28 21:08:42,P
2022-10-28 21:49:00,2022-10-28 22:01:43,P
2022-10-28 22:01:59,2022-10-28 22:25:40,P
2022-10-28 22:26:23,2022-10-28 22:40:39,P
2022-10-29 16:25:47,2022-10-29 16:55:02,P
2022-10-29 17:03:54,2022-10-29 21:12:52,P
2022-10-30 15:54:38,2022-10-30 16:09:34,P
2022-10-30 16:20:42,2022-10-30 16:27:23,P
2022-10-30 16:30:10,2022-10-30 16:37:05,P
2022-10-31 17:02:01,2022-10-31 19:20:57,P
2022-10-31 19:24:27,2022-10-31 20:03:52,P
2022-10-31 20:08:53,2022-10-31 20:40:36,P
2022-10-31 20:43:02,2022-10-31 21:07:12,P
2022-10-31 21:08:30,2022-10-31 21:18:31,P
2022-11-01 18:00:01,2022-11-01 19:00:59,P
2022-11-01 19:13:01,2022-11-01 19:18:42,P
2022-11-02 16:39:08,2022-11-02 18:11:24,P
2022-11-03 17:45:01,2022-11-03 18:11:23,P
2022-11-04 16:43:20,2022-11-04 20:34:40,P
2022-11-07 17:59:45,2022-11-07 18:25:05,P
2022-11-07 19:19:17,2022-11-07 20:10:07,P
2022-11-07 20:14:13,2022-11-07 21:17:00,P
2022-11-07 21:19:39,2022-11-07 22:10:10,P
2022-11-08 18:09:25,2022-11-08 18:48:07,P
2022-11-08 20:26:27,2022-11-08 23:56:06,P
2022-11-10 17:49:22,2022-11-10 19:54:00,P
2022-11-10 20:30:10,2022-11-10 21:15:57,P
2022-11-10 21:19:05,2022-11-10 22:06:13,P
2022-11-11 17:43:46,2022-11-11 18:05:20,P
2022-11-11 19:08:09,2022-11-11 21:20:02,P
2022-11-11 22:05:05,2022-11-11 23:08:37,P
2022-11-11 23:09:28,2022-11-11 23:43:18,P
2022-11-11 23:47:00,2022-11-11 23:52:29,P
2022-11-14 17:25:01,2022-11-14 21:19:52,P
2022-11-14 21:22:56,2022-11-14 21:36:40,P
2022-11-14 21:38:06,2022-11-14 21:46:18,P
2022-11-14 21:49:10,2022-11-14 21:55:03,P
2022-11-14 21:56:02,2022-11-14 22:09:37,P
2022-11-14 22:12:00,2022-11-14 22:21:42,P
2022-11-14 22:24:59,2022-11-14 22:31:43,P
2022-11-14 22:35:02,2022-11-14 22:38:05,P
2022-11-15 16:25:28,2022-11-15 18:22:15,P
2022-11-15 18:35:06,2022-11-15 21:08:31,P
2022-11-15 21:10:51,2022-11-15 22:13:21,P
2022-11-16 16:02:01,2022-11-16 17:01:46,P
2022-11-16 17:05:34,2022-11-16 17:39:02,P
2022-11-16 17:41:10,2022-11-16 18:47:59,P
2022-11-16 18:54:10,2022-11-16 19:23:13,P
2022-11-17 16:35:31,2022-11-17 18:01:11,P
2022-11-17 18:03:21,2022-11-17 18:25:01,P
2022-11-17 18:33:50,2022-11-17 18:34:56,P
2022-11-17 18:35:07,2022-11-17 22:04:01,P
2022-11-18 15:00:01,2022-11-18 18:32:32,P
2022-11-21 15:35:01,2022-11-21 17:04:52,P
2022-11-21 17:10:19,2022-11-21 20:24:24,P
2022-11-21 20:34:39,2022-11-21 21:36:57,P
2022-11-21 21:40:14,2022-11-21 22:07:23,P
2022-11-21 22:15:36,2022-11-21 22:23:41,P
2022-11-22 16:40:51,2022-11-22 18:28:54,P
2022-11-22 19:05:06,2022-11-22 19:53:40,P
2022-11-22 19:59:54,2022-11-22 21:05:55,P
2022-11-22 21:09:13,2022-11-22 21:18:04,P
2022-11-22 21:27:13,2022-11-22 22:19:55,P
2022-11-23 16:28:01,2022-11-23 18:07:17,P
2022-11-23 18:17:57,2022-11-23 18:43:42,P
2022-11-23 18:48:01,2022-11-23 20:13:35,P
2022-11-23 20:32:34,2022-11-23 21:17:49,P
2022-11-23 21:27:50,2022-11-23 22:03:22,P
2022-11-28 16:30:01,2022-11-28 16:43:37,P
2022-11-28 16:44:45,2022-11-28 17:09:01,P
2022-11-28 17:10:57,2022-11-28 18:30:18,P
2022-11-28 18:30:58,2022-11-28 18:59:06,P
2022-11-29 17:29:22,2022-11-29 17:52:03,P
2022-11-29 17:53:09,2022-11-29 18:34:19,P
2022-11-30 17:54:49,2022-11-30 18:14:58,P
