ManualStartDateTime,ManualEndDateTime,Label
2022-10-10 00:00:00,2022-10-10 16:42:28,N
2022-10-11 00:11:30,2022-10-11 16:43:12,N
2022-10-11 17:22:30,2022-10-11 17:29:38,N
2022-10-11 19:33:12,2022-10-11 19:43:53,N
2022-10-12 00:02:43,2022-10-12 15:41:06,N
2022-10-12 20:15:03,2022-10-12 20:19:30,N
2022-10-12 20:56:15,2022-10-12 20:59:59,N
2022-10-12 23:00:01,2022-10-12 23:59:59,N
2022-10-13 00:00:00,2022-10-13 17:50:10,N
2022-10-13 20:40:01,2022-10-13 20:46:34,N
2022-10-13 21:02:48,2022-10-13 21:07:59,N
2022-10-15 00:00:00,2022-10-15 23:59:59,N
2022-10-16 00:00:00,2022-10-16 23:59:59,N
2022-10-17 00:00:00,2022-10-17 16:41:10,N
2022-10-17 17:54:01,2022-10-17 18:09:59,N
2022-10-17 21:41:46,2022-10-17 23:59:59,N
2022-10-23 00:00:00,2022-10-23 23:59:59,N
2022-10-24 00:00:00,2022-10-24 14:50:06,N
2022-10-24 16:40:01,2022-10-24 16:50:08,N
2022-10-24 18:09:42,2022-10-24 18:11:49,N
2022-10-24 22:55:53,2022-10-24 23:59:59,N
2022-10-25 00:00:00,2022-10-25 15:17:28,N
2022-10-25 16:30:01,2022-10-25 16:31:02,N
2022-10-25 18:25:00,2022-10-25 18:31:11,N
2022-10-25 20:13:30,2022-10-25 20:17:43,N
2022-10-25 21:43:23,2022-10-25 23:59:59,N
2022-10-26 00:00:00,2022-10-26 16:35:07,N
2022-10-26 16:39:01,2022-10-26 16:43:43,N
2022-10-26 17:04:31,2022-10-26 17:13:31,N
2022-10-26 18:36:21,2022-10-26 18:48:29,N
2022-10-26 22:29:29,2022-10-26 23:59:59,N
2022-10-27 00:00:00,2022-10-27 15:58:50,N
2022-10-27 16:35:01,2022-10-27 16:39:33,N
2022-10-27 18:30:16,2022-10-27 18:34:39,N
2022-10-27 19:47:01,2022-10-27 20:02:10,N
2022-10-27 21:18:24,2022-10-27 23:59:59,N
2022-10-28 00:00:00,2022-10-28 15:46:56,N
2022-10-28 17:05:21,2022-10-28 17:07:27,N
2022-10-28 18:29:31,2022-10-28 18:31:35,N
2022-10-28 18:51:30,2022-10-28 18:53:59,N
2022-10-28 19:13:01,2022-10-28 19:20:02,N
2022-10-28 22:00:33,2022-10-28 22:01:58,N
2022-10-28 22:24:42,2022-10-28 22:26:22,N
2022-10-28 22:39:31,2022-10-28 23:59:59,N
2022-10-29 00:00:00,2022-10-29 15:31:03,N
2022-10-29 16:53:26,2022-10-29 17:03:53,N
2022-10-29 21:26:21,2022-10-29 23:59:59,N
2022-10-30 00:00:00,2022-10-30 15:54:37,N
2022-10-30 16:08:36,2022-10-30 16:20:41,N
2022-10-30 16:26:33,2022-10-30 16:30:09,N
2022-10-30 16:36:02,2022-10-30 23:59:59,N
2022-10-31 00:00:00,2022-10-31 16:13:23,N
2022-10-31 19:19:23,2022-10-31 19:24:26,N
2022-10-31 20:02:41,2022-10-31 20:08:52,N
2022-10-31 20:39:06,2022-10-31 20:43:01,N
2022-10-31 21:05:48,2022-10-31 21:08:29,N
2022-10-31 21:19:21,2022-10-31 23:59:59,N
2022-11-01 00:00:00,2022-11-01 17:31:35,N
2022-11-01 18:59:11,2022-11-01 19:04:59,N
2022-11-01 19:16:23,2022-11-01 23:59:59,N
2022-11-02 00:00:00,2022-11-02 16:20:01,N
2022-11-02 18:56:08,2022-11-02 23:59:59,N
2022-11-03 00:00:00,2022-11-03 17:36:10,N
