ManualStartDateTime,ManualEndDateTime,Label
2022-10-10 17:00:01,2022-10-10 17:30:08,P
2022-10-10 17:30:14,2022-10-10 21:37:21,P
2022-10-11 17:16:18,2022-10-11 17:22:29,P
2022-10-11 17:29:39,2022-10-11 19:33:11,P
2022-10-11 19:43:54,2022-10-11 21:18:52,P
2022-10-12 17:15:57,2022-10-12 20:15:02,P
2022-10-12 20:19:31,2022-10-12 20:56:14,P
2022-10-13 20:46:35,2022-10-13 21:02:47,P
2022-10-24 16:50:09,2022-10-24 18:09:41,P
2022-10-24 18:11:50,2022-10-24 19:50:08,P
2022-10-25 16:31:03,2022-10-25 17:01:19,P
2022-10-25 17:01:32,2022-10-25 18:24:59,P
2022-10-25 18:31:12,2022-10-25 20:13:29,P
2022-10-25 20:17:44,2022-10-25 20:49:51,P
2022-10-26 16:43:44,2022-10-26 17:04:30,P
2022-10-26 17:13:32,2022-10-26 18:36:20,P
2022-10-26 18:48:30,2022-10-26 20:41:45,P
2022-10-27 16:39:34,2022-10-27 17:18:50,P
2022-10-27 17:19:32,2022-10-27 18:30:15,P
2022-10-27 18:34:40,2022-10-27 19:47:00,P
2022-10-27 20:02:11,2022-10-27 20:14:14,P
2022-10-28 16:40:20,2022-10-28 17:05:20,P
2022-10-28 17:07:28,2022-10-28 18:29:30,P
2022-10-28 18:31:36,2022-10-28 18:51:29,P
2022-10-28 18:54:00,2022-10-28 19:13:00,P
2022-10-28 19:20:03,2022-10-28 21:08:03,P
2022-10-28 21:49:00,2022-10-28 22:00:32,P
2022-10-28 22:01:59,2022-10-28 22:19:30,P
2022-10-28 22:19:43,2022-10-28 22:24:41,P
2022-10-28 22:26:23,2022-10-28 22:34:30,P
2022-10-28 22:34:53,2022-10-28 22:39:30,P
2022-10-29 16:25:47,2022-10-29 16:53:25,P
2022-10-29 17:03:54,2022-10-29 21:12:04,P
2022-10-30 15:54:38,2022-10-30 16:08:35,P
2022-10-30 16:20:42,2022-10-30 16:26:32,P
2022-10-30 16:30:10,2022-10-30 16:36:01,P
2022-10-31 17:02:01,2022-10-31 19:19:22,P
2022-10-31 19:24:27,2022-10-31 20:02:40,P
2022-10-31 20:08:53,2022-10-31 20:39:05,P
2022-10-31 20:43:02,2022-10-31 21:05:47,P
2022-10-31 21:08:30,2022-10-31 21:17:22,P
2022-11-01 18:00:01,2022-11-01 18:59:10,P
2022-11-01 19:13:01,2022-11-01 19:16:22,P
2022-11-02 16:39:08,2022-11-02 18:10:35,P
2022-11-03 17:45:01,2022-11-03 18:10:41,P
2022-11-04 16:43:20,2022-11-04 20:33:57,P
2022-11-07 17:59:45,2022-11-07 18:22:39,P
2022-11-07 19:19:17,2022-11-07 20:07:59,P
2022-11-07 20:14:13,2022-11-07 21:16:36,P
2022-11-07 21:19:39,2022-11-07 22:09:45,P
2022-11-08 18:09:25,2022-11-08 18:37:12,P
2022-11-08 20:26:27,2022-11-08 23:55:35,P
2022-11-10 17:49:22,2022-11-10 18:33:17,P
2022-11-10 18:33:40,2022-11-10 18:34:47,P
2022-11-10 18:35:10,2022-11-10 19:53:25,P
2022-11-10 20:30:10,2022-11-10 21:15:24,P
2022-11-10 21:19:05,2022-11-10 22:05:37,P
2022-11-11 17:43:46,2022-11-11 18:04:16,P
2022-11-11 19:08:09,2022-11-11 19:36:38,P
2022-11-11 19:36:43,2022-11-11 21:19:10,P
2022-11-11 22:05:05,2022-11-11 23:07:57,P
2022-11-11 23:09:28,2022-11-11 23:42:37,P
2022-11-11 23:47:00,2022-11-11 23:51:48,P
2022-11-14 17:25:01,2022-11-14 21:19:16,P
2022-11-14 21:22:56,2022-11-14 21:35:19,P
2022-11-14 21:38:06,2022-11-14 21:45:06,P
2022-11-14 21:49:10,2022-11-14 21:53:14,P
2022-11-14 21:56:02,2022-11-14 22:08:23,P
2022-11-14 22:12:00,2022-11-14 22:20:52,P
2022-11-14 22:24:59,2022-11-14 22:30:39,P
2022-11-14 22:35:02,2022-11-14 22:36:59,P
2022-11-15 16:25:28,2022-11-15 18:21:23,P
2022-11-15 18:35:06,2022-11-15 21:07:55,P
2022-11-15 21:10:51,2022-11-15 22:12:39,P
2022-11-16 16:02:01,2022-11-16 17:01:07,P
2022-11-16 17:05:34,2022-11-16 17:38:35,P
2022-11-16 17:41:10,2022-11-16 18:23:05,P
2022-11-16 18:23:26,2022-11-16 18:47:28,P
2022-11-16 18:54:10,2022-11-16 19:22:26,P
2022-11-17 16:35:31,2022-11-17 18:00:41,P
2022-11-17 18:03:21,2022-11-17 18:24:27,P
2022-11-17 18:35:07,2022-11-17 22:03:32,P
2022-11-18 15:00:01,2022-11-18 18:31:32,P
2022-11-21 15:35:01,2022-11-21 17:04:05,P
2022-11-21 17:10:19,2022-11-21 20:23:25,P
2022-11-21 20:34:39,2022-11-21 21:36:07,P
2022-11-21 21:40:14,2022-11-21 21:54:44,P
2022-11-21 21:57:35,2022-11-21 22:06:22,P
2022-11-21 22:15:36,2022-11-21 22:22:51,P
2022-11-22 16:40:51,2022-11-22 17:36:54,P
2022-11-22 17:37:52,2022-11-22 18:27:07,P
2022-11-22 19:05:06,2022-11-22 19:52:17,P
2022-11-22 19:59:54,2022-11-22 21:05:10,P
2022-11-22 21:09:13,2022-11-22 21:16:42,P
2022-11-22 21:27:13,2022-11-22 22:18:56,P
2022-11-23 16:28:01,2022-11-23 18:02:37,P
2022-11-23 18:17:57,2022-11-23 18:39:29,P
2022-11-23 18:48:01,2022-11-23 20:12:11,P
2022-11-23 20:32:34,2022-11-23 21:16:47,P
2022-11-23 21:27:50,2022-11-23 22:02:44,P
2022-11-28 16:30:01,2022-11-28 16:42:53,P
2022-11-28 16:44:45,2022-11-28 17:07:53,P
2022-11-28 17:10:57,2022-11-28 18:29:19,P
2022-11-28 18:30:58,2022-11-28 18:57:36,P
2022-11-29 17:29:22,2022-11-29 17:51:33,P
2022-11-29 17:53:09,2022-11-29 18:33:28,P
2022-11-30 17:54:49,2022-11-30 18:14:58,P
