Date,true_mean,true_uncertainty,true_plot_min_uncertainty,true_plot_max_uncertainty,reported_mean,reported_uncertainty,report_plot_min_uncertainty,report_plot_max_uncertainty
2022-10-10,101.62002017182135,0.4039885672272952,101.21603160459405,102.02400873904865,12.335928890981904,0.19369515736599185,12.142233733615912,12.529624048347896
2022-10-11,73.83041682761227,0.2354069046717225,73.59500992294055,74.06582373228399,8.891947688649886,0.1483866004615637,8.743561088188322,9.040334289111449
2022-10-12,63.343120727271156,0.17086634206761075,63.172254385203544,63.51398706933877,5.843977661950533,0.0997691734921984,5.744208488458335,5.943746835442732
2022-10-13,49.69221419217487,0.13022663167356946,49.5619875605013,49.822440823848446,5.420994011976053,0.13374850299400992,5.287245508982044,5.554742514970063
2022-10-24,110.59129215956975,1.3151853506865516,109.2761068088832,111.9064775102563,19.66506628039577,0.28196734263893714,19.383098937756834,19.947033623034706
2022-10-26,142.2780965464847,3.4340758619755936,138.8440206845091,145.7121724084603,20.419571861499527,0.22872461151588674,20.19084724998364,20.648296473015414
2022-10-27,68.0571033506233,0.8533542689110408,67.20374908171225,68.91045761953434,2.703630834727086,0.045990573209669434,2.657640261517417,2.7496214079367554
2022-10-28,236.75424603058607,4.635282791676267,232.1189632389098,241.38952882226235,28.830971944937335,0.7101639172007882,28.120808027736548,29.541135862138123
2022-10-29,396.7518960667685,7.104695863919475,389.64720020284904,403.85659193068796,21.986615169357734,0.4859954526904745,21.50061971666726,22.472610622048208
2022-10-31,285.82726768177673,4.98267704895543,280.8445906328213,290.8099447307322,10.665911234576642,0.3045022288261267,10.361409005750515,10.97041346340277
2022-11-01,404.4668325533084,7.412983844306448,397.05384870900195,411.87981639761483,8.557478086651345,0.14555722514400324,8.411920861507342,8.703035311795349
2022-11-02,209.68689881116646,3.987239765600787,205.69965904556568,213.67413857676723,31.528183306054775,0.31885979268956754,31.209323513365206,31.847043098744344
2022-11-03,807.659131072116,25.839012745914836,781.8201183262012,833.4981438180308,41.56957915831669,0.7694923179692621,40.80008684034743,42.33907147628595
